Category,Disease,Clinical_Feature,Importance,Rank
Musculoskeletal,Osteoarthritis,Alcohol vs 10yrs ago: Less now,0.02995637,18
Musculoskeletal,Osteoarthritis,Days/week of moderate physical activity,0.028368425,19
Musculoskeletal,Osteoarthritis,Diet change: Yes (illness),0.028196158,20
Musculoskeletal,Osteoarthritis,Raw vegetable intake,0.028191304,21
Musculoskeletal,Osteoarthritis,Days/week of walk 10+ mins,0.02741491,22
Musculoskeletal,Osteoarthritis,Get up: Very easy,0.026311709,23
Musculoskeletal,Osteoarthritis,Age first had sexual intercourse,0.025418624,24
Musculoskeletal,Osteoarthritis,Cooked vegetable intake,0.024924302,25
Musculoskeletal,Rheumatoid_Arthritis,Walking pace: Brisk,0.3384204,1
Musculoskeletal,Rheumatoid_Arthritis,Time spent using computer,0.30404514,2
Musculoskeletal,Rheumatoid_Arthritis,Fresh fruit intake,0.27358395,3
Musculoskeletal,Rheumatoid_Arthritis,Time spent watching TV,0.25760552,4
Musculoskeletal,Rheumatoid_Arthritis,Alcohol: 3-4/week,0.20971924,5
Musculoskeletal,Rheumatoid_Arthritis,Diet change: Yes (other),0.19288217,6
Musculoskeletal,Rheumatoid_Arthritis,Water intake,0.19128023,7
Musculoskeletal,Rheumatoid_Arthritis,Insomnia: Usually,0.16828008,8
Musculoskeletal,Rheumatoid_Arthritis,Mobile freq: Less than 5mins,0.16611798,9
Musculoskeletal,Rheumatoid_Arthritis,Non-oily fish: <1/week,0.16456757,10
Musculoskeletal,Rheumatoid_Arthritis,Bread: Wholemeal,0.16285321,11
Musculoskeletal,Rheumatoid_Arthritis,Age first had sexual intercourse,0.15466116,12
Musculoskeletal,Rheumatoid_Arthritis,"Skin tanning: Never tan, only burn",0.15273243,13
Musculoskeletal,Rheumatoid_Arthritis,Alcohol vs 10yrs ago: Less now,0.15129763,14
Musculoskeletal,Rheumatoid_Arthritis,Walking pace: Steady/average,0.14764787,15
Musculoskeletal,Rheumatoid_Arthritis,Alcohol vs 10yrs ago: More now,0.14154662,16
Musculoskeletal,Rheumatoid_Arthritis,Days/week of walk 10+ mins,0.13864389,17
Musculoskeletal,Rheumatoid_Arthritis,Mobile use vs 2yrs: No,0.12525517,18
Musculoskeletal,Rheumatoid_Arthritis,Walking pace: Slow,0.122103296,19
Musculoskeletal,Rheumatoid_Arthritis,Past smoking: Most/all days,0.1220086,20
Musculoskeletal,Rheumatoid_Arthritis,Lamb/mutton: Never,0.121200256,21
Musculoskeletal,Rheumatoid_Arthritis,Get up: Fairly easy,0.12029043,22
Musculoskeletal,Rheumatoid_Arthritis,Sleep duration,0.11879894,23
Musculoskeletal,Rheumatoid_Arthritis,Beef: 1/week,0.118489884,24
Musculoskeletal,Rheumatoid_Arthritis,Spread: Butter,0.116574556,25
Musculoskeletal,Enthesopathies_and_synovial_disorders,Days/week of vigorous physical activity,0.026841328,1
Musculoskeletal,Enthesopathies_and_synovial_disorders,Time spent outdoors in winter,0.025762545,2
Musculoskeletal,Enthesopathies_and_synovial_disorders,Beef: <1/week,0.023477178,3
Musculoskeletal,Enthesopathies_and_synovial_disorders,Days/week of moderate physical activity,0.02107117,4
Musculoskeletal,Enthesopathies_and_synovial_disorders,Water intake,0.020863796,5
Musculoskeletal,Enthesopathies_and_synovial_disorders,Hot drink temp: Hot,0.020141276,6
Musculoskeletal,Enthesopathies_and_synovial_disorders,Ever smoked: Yes,0.019722076,7
Musculoskeletal,Enthesopathies_and_synovial_disorders,Cereal intake,0.019679071,8
Musculoskeletal,Enthesopathies_and_synovial_disorders,Spread: Butter,0.019045064,9
Musculoskeletal,Enthesopathies_and_synovial_disorders,Time spent using computer,0.018983059,10
Musculoskeletal,Enthesopathies_and_synovial_disorders,Salt added: Never/rarely,0.01871396,11
Musculoskeletal,Enthesopathies_and_synovial_disorders,Diet variation: Never/rarely,0.018624758,12
Musculoskeletal,Enthesopathies_and_synovial_disorders,Time spent driving,0.018458635,13
Musculoskeletal,Enthesopathies_and_synovial_disorders,Cheese: 2-4/week,0.018070072,14
Musculoskeletal,Enthesopathies_and_synovial_disorders,Days/week of walk 10+ mins,0.01798158,15
Musculoskeletal,Enthesopathies_and_synovial_disorders,Time spent watching TV,0.017930014,16
Musculoskeletal,Enthesopathies_and_synovial_disorders,Hair colour: Dark brown,0.017833116,17
Musculoskeletal,Enthesopathies_and_synovial_disorders,Mobile use: Five to eight years,0.017206669,18
Musculoskeletal,Enthesopathies_and_synovial_disorders,Poultry: 2-4/week,0.016950365,19
Musculoskeletal,Enthesopathies_and_synovial_disorders,Sleep duration,0.016688844,20
Musculoskeletal,Enthesopathies_and_synovial_disorders,Fresh fruit intake,0.016473955,21
Musculoskeletal,Enthesopathies_and_synovial_disorders,Diet variation: Sometimes,0.016453952,22
Musculoskeletal,Enthesopathies_and_synovial_disorders,Facial ageing: Younger than you are,0.016048219,23
Musculoskeletal,Enthesopathies_and_synovial_disorders,Bread intake,0.015994092,24
Musculoskeletal,Enthesopathies_and_synovial_disorders,Insomnia: Sometimes,0.015275068,25
Musculoskeletal,Gout,Cereal intake,0.059129387,1
Musculoskeletal,Gout,Days/week of vigorous physical activity,0.054027576,2
Musculoskeletal,Gout,Bread intake,0.05142349,3
Musculoskeletal,Gout,Age first had sexual intercourse,0.047836605,4
Musculoskeletal,Gout,Water intake,0.047080964,5
Musculoskeletal,Gout,Coffee intake,0.04650537,6
Musculoskeletal,Gout,Get up: Very easy,0.045476936,7
Musculoskeletal,Gout,Alcohol vs 10yrs ago: Less now,0.045240093,8
Musculoskeletal,Gout,Cooked vegetable intake,0.04445457,9
Musculoskeletal,Gout,Duration of walks,0.04260133,10
Musculoskeletal,Gout,Raw vegetable intake,0.041669857,11
Musculoskeletal,Gout,Get up: Fairly easy,0.04084403,12
Musculoskeletal,Gout,Hair colour: Light brown,0.037934642,13
Musculoskeletal,Gout,Lamb/mutton: Never,0.036985524,14
Musculoskeletal,Gout,Alcohol: Daily,0.03660594,15
Musculoskeletal,Gout,Days/week of moderate physical activity,0.035111163,16
Musculoskeletal,Gout,Time spent using computer,0.034023933,17
Musculoskeletal,Gout,Facial ageing: Younger than you are,0.033736326,18
Musculoskeletal,Gout,Diet variation: Sometimes,0.032932457,19
Musculoskeletal,Gout,Days/week of walk 10+ mins,0.03224877,20
Musculoskeletal,Gout,Beef: <1/week,0.032187544,21
Musculoskeletal,Gout,Mobile use vs 2yrs: More now,0.031993106,22
Musculoskeletal,Gout,Poultry: 1/week,0.0315147,23
Musculoskeletal,Gout,Smoking: Never,0.031428296,24
Musculoskeletal,Gout,Walking pace: Brisk,0.031222772,25
Musculoskeletal,Osteoporosis,Time spent outdoors in summer,0.13502134,1
Musculoskeletal,Osteoporosis,Walking pace: Steady/average,0.11747046,2
Musculoskeletal,Osteoporosis,Time spent driving,0.11480806,3
Musculoskeletal,Osteoporosis,Bread: Wholemeal,0.113053866,4
Musculoskeletal,Osteoporosis,Days/week of moderate physical activity,0.10717678,5
Musculoskeletal,Osteoporosis,Diet change: Yes (other),0.09935029,6
Musculoskeletal,Osteoporosis,Diet change: No,0.09237247,7
Musculoskeletal,Osteoporosis,Pork: <1/week,0.08670376,8
Musculoskeletal,Osteoporosis,Insomnia: Sometimes,0.08521481,9
Musculoskeletal,Osteoporosis,Days/week of vigorous physical activity,0.0848395,10
Musculoskeletal,Osteoporosis,Time spent watching TV,0.08355914,11
Musculoskeletal,Osteoporosis,Smoking: Never,0.08327243,12
Musculoskeletal,Osteoporosis,Time spent outdoors in winter,0.075683065,13
Musculoskeletal,Osteoporosis,Get up: Very easy,0.073964626,14
Musculoskeletal,Osteoporosis,Cereal intake,0.072590604,15
Musculoskeletal,Osteoporosis,Daytime nap: Sometimes,0.0720986,16
Musculoskeletal,Osteoporosis,Sleep duration,0.071171716,17
Musculoskeletal,Osteoporosis,Walking pace: Brisk,0.07049603,18
Musculoskeletal,Osteoporosis,Walking pace: Slow,0.06906207,19
Musculoskeletal,Osteoporosis,Water intake,0.068107806,20
Musculoskeletal,Osteoporosis,Coffee intake,0.06643131,21
Musculoskeletal,Osteoporosis,Mobile use: Five to eight years,0.065275446,22
Musculoskeletal,Osteoporosis,Mobile freq: 30-59 mins,0.064856775,23
Musculoskeletal,Osteoporosis,Milk: Skimmed,0.06475183,24
Musculoskeletal,Osteoporosis,Past smoking: Tried once/twice,0.06425852,25
Musculoskeletal,Spinal_stenosis,Sleep duration,0.10103876,1
Musculoskeletal,Spinal_stenosis,Time spent outdoors in summer,0.076672375,2
Musculoskeletal,Spinal_stenosis,Walking pace: Brisk,0.075550266,3
Musculoskeletal,Spinal_stenosis,Smoking: Previous,0.07126894,4
Musculoskeletal,Spinal_stenosis,Water intake,0.06763113,5
Musculoskeletal,Spinal_stenosis,Spread: Other margarine,0.065633774,6
Musculoskeletal,Spinal_stenosis,Diet variation: Sometimes,0.06557748,7
Musculoskeletal,Spinal_stenosis,Days/week of moderate physical activity,0.06538479,8
Musculoskeletal,Spinal_stenosis,Mobile hand: Left,0.06211572,9
Musculoskeletal,Spinal_stenosis,Smoking: Never,0.061851982,10
Musculoskeletal,Spinal_stenosis,Salt added: Never/rarely,0.061148558,11
Musculoskeletal,Spinal_stenosis,Age first had sexual intercourse,0.060466945,12
Musculoskeletal,Spinal_stenosis,Facial ageing: Younger than you are,0.059275523,13
Musculoskeletal,Spinal_stenosis,Cereal intake,0.05910175,14
Musculoskeletal,Spinal_stenosis,Days/week of walk 10+ mins,0.05299734,15
Musculoskeletal,Spinal_stenosis,Insomnia: Never/rarely,0.051827457,16
Musculoskeletal,Spinal_stenosis,Insomnia: Usually,0.05078811,17
Musculoskeletal,Spinal_stenosis,Time spent watching TV,0.049740087,18
Musculoskeletal,Spinal_stenosis,Coffee intake,0.04916937,19
Musculoskeletal,Spinal_stenosis,Tea intake,0.048500177,20
Musculoskeletal,Spinal_stenosis,Beef: <1/week,0.04771148,21
Musculoskeletal,Spinal_stenosis,Walking pace: Slow,0.047392298,22
Musculoskeletal,Spinal_stenosis,Get up: Very easy,0.04726956,23
Musculoskeletal,Spinal_stenosis,Past smoking: Most/all days,0.046434466,24
Musculoskeletal,Spinal_stenosis,Salt added: Usually,0.04448262,25
Musculoskeletal,Fracture_of_hip,Cheese: 2-4/week,0.08470748,1
Musculoskeletal,Fracture_of_hip,Days/week of walk 10+ mins,0.07483524,2
Musculoskeletal,Fracture_of_hip,Insomnia: Sometimes,0.05724727,3
Musculoskeletal,Fracture_of_hip,Oily fish: <1/week,0.05587069,4
Musculoskeletal,Fracture_of_hip,Days/week of moderate physical activity,0.054275103,5
Musculoskeletal,Fracture_of_hip,Poultry: 2-4/week,0.054023087,6
Musculoskeletal,Fracture_of_hip,Pork: <1/week,0.05337254,7
Musculoskeletal,Fracture_of_hip,Days/week of vigorous physical activity,0.053132534,8
Musculoskeletal,Fracture_of_hip,Time spent driving,0.051404886,9
Musculoskeletal,Fracture_of_hip,Hair colour: Dark brown,0.04980475,10
Musculoskeletal,Fracture_of_hip,Time spent outdoors in summer,0.04790678,11
Musculoskeletal,Fracture_of_hip,Cooked vegetable intake,0.047524985,12
Musculoskeletal,Fracture_of_hip,Skin tanning: Get moderately tanned,0.045657303,13
Musculoskeletal,Fracture_of_hip,Cereal intake,0.044676647,14
Musculoskeletal,Fracture_of_hip,Bread: Wholemeal,0.04327827,15
Musculoskeletal,Fracture_of_hip,Past smoking: Most/all days,0.042683657,16
Musculoskeletal,Fracture_of_hip,Sun protection: Most times,0.041791543,17
Musculoskeletal,Fracture_of_hip,Sleep duration,0.041500237,18
Musculoskeletal,Fracture_of_hip,Father: Heart disease,0.040791463,19
Musculoskeletal,Fracture_of_hip,Smoking: Previous,0.040342476,20
Musculoskeletal,Fracture_of_hip,Duration of walks,0.040204324,21
Musculoskeletal,Fracture_of_hip,Mother: Diabetes,0.040032037,22
Musculoskeletal,Fracture_of_hip,Lamb/mutton: <1/week,0.039712705,23
Musculoskeletal,Fracture_of_hip,Tea intake,0.03842843,24
Musculoskeletal,Fracture_of_hip,Stair climbing: 1-5 times,0.038154442,25
Musculoskeletal,Intervertebral_disc_disorders,Time spent watching TV,0.10249806,1
Musculoskeletal,Intervertebral_disc_disorders,Walking pace: Brisk,0.093888536,2
Musculoskeletal,Intervertebral_disc_disorders,Fresh fruit intake,0.088919334,3
Musculoskeletal,Intervertebral_disc_disorders,Alcohol vs 10yrs ago: Less now,0.088427626,4
Musculoskeletal,Intervertebral_disc_disorders,Bread intake,0.0828811,5
Musculoskeletal,Intervertebral_disc_disorders,Smoking: Never,0.07091083,6
Musculoskeletal,Intervertebral_disc_disorders,Days/week of moderate physical activity,0.06866527,7
Musculoskeletal,Intervertebral_disc_disorders,Tea intake,0.064587854,8
Musculoskeletal,Intervertebral_disc_disorders,Non-oily fish: 1/week,0.06299986,9
Musculoskeletal,Intervertebral_disc_disorders,Sun protection: Most times,0.062974736,10
Musculoskeletal,Intervertebral_disc_disorders,Daytime nap: Never/rarely,0.061802007,11
Musculoskeletal,Intervertebral_disc_disorders,Time spent outdoors in winter,0.058179226,12
Musculoskeletal,Intervertebral_disc_disorders,Past smoking: Never,0.05772633,13
Musculoskeletal,Intervertebral_disc_disorders,Days/week of walk 10+ mins,0.05653502,14
Musculoskeletal,Intervertebral_disc_disorders,Ever smoked: Yes,0.053150024,15
Musculoskeletal,Intervertebral_disc_disorders,Insomnia: Usually,0.053061448,16
Musculoskeletal,Intervertebral_disc_disorders,Time spent using computer,0.05286192,17
Musculoskeletal,Intervertebral_disc_disorders,Drive faster than limit: Never/rarely,0.05211692,18
Musculoskeletal,Intervertebral_disc_disorders,Time spent driving,0.051388398,19
Musculoskeletal,Intervertebral_disc_disorders,Alcohol vs 10yrs ago: About the same,0.04792532,20
Musculoskeletal,Intervertebral_disc_disorders,Stair climbing: 6-10 times,0.046111006,21
Musculoskeletal,Intervertebral_disc_disorders,Snoring: Yes,0.04549025,22
Musculoskeletal,Intervertebral_disc_disorders,Age first had sexual intercourse,0.043451056,23
Musculoskeletal,Intervertebral_disc_disorders,Hair colour: Dark brown,0.04276845,24
Musculoskeletal,Intervertebral_disc_disorders,Ever smoked: No,0.042679206,25
Musculoskeletal,Polymyalgia_Rheumatica,Age first had sexual intercourse,0.03535104,1
Musculoskeletal,Polymyalgia_Rheumatica,Days/week of moderate physical activity,0.028930621,2
Musculoskeletal,Polymyalgia_Rheumatica,Time spent watching TV,0.028421167,3
Musculoskeletal,Polymyalgia_Rheumatica,Days/week of walk 10+ mins,0.024991708,4
Musculoskeletal,Polymyalgia_Rheumatica,Raw vegetable intake,0.022915201,5
Musculoskeletal,Polymyalgia_Rheumatica,Pork: <1/week,0.022893399,6
Musculoskeletal,Polymyalgia_Rheumatica,Coffee intake,0.022539495,7
Musculoskeletal,Polymyalgia_Rheumatica,Time spent outdoors in summer,0.020934429,8
Musculoskeletal,Polymyalgia_Rheumatica,Milk: Semi-skimmed,0.020669827,9
Musculoskeletal,Polymyalgia_Rheumatica,Drive faster than limit: Never/rarely,0.020647319,10
Musculoskeletal,Polymyalgia_Rheumatica,Get up: Fairly easy,0.02026315,11
Musculoskeletal,Polymyalgia_Rheumatica,Tea intake,0.020250227,12
Musculoskeletal,Polymyalgia_Rheumatica,Cereal intake,0.020045727,13
Musculoskeletal,Polymyalgia_Rheumatica,Alcohol vs 10yrs ago: Less now,0.019514658,14
Musculoskeletal,Polymyalgia_Rheumatica,Time spent using computer,0.019254455,15
Musculoskeletal,Polymyalgia_Rheumatica,Beef: <1/week,0.019206135,16
Musculoskeletal,Polymyalgia_Rheumatica,Days/week of vigorous physical activity,0.01918287,17
Musculoskeletal,Polymyalgia_Rheumatica,Time spent driving,0.019017985,18
Musculoskeletal,Polymyalgia_Rheumatica,Salt added: Sometimes,0.018832963,19
Musculoskeletal,Polymyalgia_Rheumatica,Alcohol: 3-4/week,0.018781126,20
Musculoskeletal,Polymyalgia_Rheumatica,Cooked vegetable intake,0.017952207,21
Musculoskeletal,Polymyalgia_Rheumatica,Water intake,0.017944302,22
Musculoskeletal,Polymyalgia_Rheumatica,Diet variation: Sometimes,0.017873071,23
Musculoskeletal,Polymyalgia_Rheumatica,Sleep duration,0.017850924,24
Musculoskeletal,Polymyalgia_Rheumatica,Poultry: 1/week,0.017635431,25
Musculoskeletal,Spondylosis,Time spent watching TV,0.08264513,1
Musculoskeletal,Spondylosis,Walking pace: Brisk,0.053805012,2
Musculoskeletal,Spondylosis,Insomnia: Usually,0.051752523,3
Musculoskeletal,Spondylosis,Water intake,0.043401085,4
Musculoskeletal,Spondylosis,Diet change: No,0.039870244,5
Musculoskeletal,Spondylosis,Walking pace: Slow,0.03387142,6
Musculoskeletal,Spondylosis,Sleep duration,0.029941237,7
Musculoskeletal,Spondylosis,Insomnia: Never/rarely,0.026582608,8
Musculoskeletal,Spondylosis,Daytime nap: Never/rarely,0.026197363,9
Musculoskeletal,Spondylosis,Tea intake,0.025585828,10
Musculoskeletal,Spondylosis,Daytime dozing: Never/rarely,0.024556335,11
Musculoskeletal,Spondylosis,Drive faster than limit: Never/rarely,0.02436339,12
Musculoskeletal,Spondylosis,Days/week of moderate physical activity,0.023983676,13
Musculoskeletal,Spondylosis,Get up: Fairly easy,0.02380514,14
Musculoskeletal,Spondylosis,Get up: Very easy,0.023616029,15
Musculoskeletal,Spondylosis,Snoring: No,0.02320091,16
Musculoskeletal,Spondylosis,Bread: Wholemeal,0.022958878,17
Musculoskeletal,Spondylosis,Mobile use: More than eight years,0.022346374,18
Musculoskeletal,Spondylosis,Coffee intake,0.020791357,19
Musculoskeletal,Spondylosis,Ever smoked: No,0.020735381,20
Musculoskeletal,Spondylosis,Snoring: Yes,0.020733224,21
Musculoskeletal,Spondylosis,Insomnia: Sometimes,0.020514414,22
Musculoskeletal,Spondylosis,Cereal intake,0.020484284,23
Musculoskeletal,Spondylosis,Age first had sexual intercourse,0.019848345,24
Musculoskeletal,Spondylosis,Skin tanning: Get very tanned,0.019742172,25
Neurological,Motor_neuron_disease,Days/week of walk 10+ mins,0.030916236,1
Neurological,Motor_neuron_disease,Days/week of moderate physical activity,0.029811613,2
Neurological,Motor_neuron_disease,Coffee intake,0.028458944,3
Neurological,Motor_neuron_disease,Spread: Other margarine,0.02577738,4
Neurological,Motor_neuron_disease,Drive faster than limit: Never/rarely,0.02512769,5
Neurological,Motor_neuron_disease,Water intake,0.022842802,6
Neurological,Motor_neuron_disease,Sleep duration,0.021384485,7
Neurological,Motor_neuron_disease,Days/week of vigorous physical activity,0.021306453,8
Neurological,Motor_neuron_disease,Diet variation: Sometimes,0.020865345,9
Neurological,Motor_neuron_disease,Cereal intake,0.020515554,10
Neurological,Motor_neuron_disease,Bread: Wholemeal,0.020378757,11
Neurological,Motor_neuron_disease,Skin colour: Fair,0.019824835,12
Neurological,Motor_neuron_disease,Hair colour: Light brown,0.019815473,13
Neurological,Motor_neuron_disease,Beef: <1/week,0.018524282,14
Neurological,Motor_neuron_disease,Fresh fruit intake,0.018452812,15
Neurological,Motor_neuron_disease,Time spent watching TV,0.018410232,16
Neurological,Motor_neuron_disease,Time spent driving,0.01797671,17
Neurological,Motor_neuron_disease,Time spent outdoors in summer,0.017089475,18
Neurological,Motor_neuron_disease,Daytime nap: Sometimes,0.016935512,19
Neurological,Motor_neuron_disease,Tea intake,0.016933857,20
Neurological,Motor_neuron_disease,Bread intake,0.016577559,21
Neurological,Motor_neuron_disease,Alcohol: 3-4/week,0.01612194,22
Neurological,Motor_neuron_disease,Cooked vegetable intake,0.015913522,23
Neurological,Motor_neuron_disease,Time spent using computer,0.015190893,24
Neurological,Motor_neuron_disease,Daytime dozing: Never/rarely,0.015179877,25
Neurological,Migraine,Days/week of moderate physical activity,0.40199178,1
Neurological,Migraine,Sleep duration,0.23791848,2
Neurological,Migraine,Get up: Fairly easy,0.2353121,3
Neurological,Migraine,Bread intake,0.22889997,4
Neurological,Migraine,Diet change: No,0.22712927,5
Neurological,Migraine,Insomnia: Never/rarely,0.22476399,6
Neurological,Migraine,Tea intake,0.2193414,7
Neurological,Migraine,Water intake,0.21519554,8
Neurological,Migraine,Mobile use: Five to eight years,0.20172244,9
Neurological,Migraine,Salt added: Never/rarely,0.19960277,10
Neurological,Migraine,Cooked vegetable intake,0.19173594,11
Neurological,Migraine,Diet variation: Never/rarely,0.18767412,12
Neurological,Migraine,Cereal intake,0.17973399,13
Neurological,Migraine,Walking pace: Brisk,0.17134403,14
Neurological,Migraine,Drive faster: Sometimes,0.16438282,15
Neurological,Migraine,Poultry: 2-4/week,0.16300108,16
Neurological,Migraine,Time spent outdoors in winter,0.16072989,17
Neurological,Migraine,Processed meat: <1/week,0.15879785,18
Neurological,Migraine,Mobile use: Never,0.15802276,19
Neurological,Migraine,Milk: Semi-skimmed,0.15563065,20
Neurological,Migraine,Raw vegetable intake,0.15433337,21
Neurological,Migraine,Time spent watching TV,0.15246671,22
Neurological,Migraine,Chronotype: More morning,0.15200059,23
Neurological,Migraine,Father: Heart disease,0.14916427,24
Neurological,Migraine,Time spent outdoors in summer,0.14742857,25
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Get up: Very easy,0.14897855,1
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Get up: Fairly easy,0.13793774,2
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Insomnia: Usually,0.121806055,3
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Snoring: No,0.109903544,4
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Walking pace: Steady/average,0.10619607,5
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Insomnia: Sometimes,0.10515552,6
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Age first had sexual intercourse,0.102638386,7
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Walking pace: Brisk,0.09896594,8
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Days/week of vigorous physical activity,0.09516978,9
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Diet change: No,0.09471745,10
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Sleep duration,0.09323553,11
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Insomnia: Never/rarely,0.08422082,12
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Days/week of moderate physical activity,0.08314944,13
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Snoring: Yes,0.08301585,14
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Sun protection: Sometimes,0.08295576,15
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Stair climbing: 6-10 times,0.08168858,16
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Bread intake,0.07844039,17
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Cereal intake,0.07106767,18
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Raw vegetable intake,0.07010066,19
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Time spent driving,0.06635396,20
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Mobile use: More than eight years,0.06294622,21
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Chronotype: Definite morning,0.06180639,22
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Facial ageing: Younger than you are,0.061086487,23
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Drive faster than limit: Never/rarely,0.058744557,24
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,Time spent watching TV,0.05837412,25
Psychiatric,Depression,Get up: Very easy,0.12966707,1
Psychiatric,Depression,Time spent watching TV,0.11522584,2
Psychiatric,Depression,Days/week of moderate physical activity,0.1119332,3
Psychiatric,Depression,Water intake,0.101849854,4
Psychiatric,Depression,Walking pace: Brisk,0.100285895,5
Psychiatric,Depression,Insomnia: Usually,0.07855652,6
Psychiatric,Depression,Time spent driving,0.07645154,7
Psychiatric,Depression,Alcohol: 3-4/week,0.07124592,8
Psychiatric,Depression,Daytime nap: Never/rarely,0.068771444,9
Psychiatric,Depression,Smoking: Never,0.062757164,10
Psychiatric,Depression,Insomnia: Never/rarely,0.06082239,11
Psychiatric,Depression,Mobile use: More than eight years,0.060117826,12
Psychiatric,Depression,Days/week of walk 10+ mins,0.058399923,13
Psychiatric,Depression,Daytime dozing: Never/rarely,0.05570278,14
Psychiatric,Depression,Get up: Fairly easy,0.054975275,15
Psychiatric,Depression,Walking pace: Steady/average,0.048912276,16
Psychiatric,Depression,Mother: Severe depression,0.048597127,17
Psychiatric,Depression,Hot drink temp: Hot,0.046636987,18
Psychiatric,Depression,Drive faster: Sometimes,0.046365213,19
Psychiatric,Depression,Pork: <1/week,0.04545409,20
Psychiatric,Depression,Age first had sexual intercourse,0.044966213,21
Psychiatric,Depression,Cereal intake,0.044602036,22
Psychiatric,Depression,Cereal: Oat (Porridge),0.043884765,23
Psychiatric,Depression,Sleep duration,0.04243941,24
Psychiatric,Depression,Get up: Not very easy,0.042289503,25
Psychiatric,Dementia,Time spent watching TV,0.12144787,1
Psychiatric,Dementia,Alcohol vs 10yrs ago: Less now,0.104315035,2
Psychiatric,Dementia,Mother: High blood pressure,0.10127218,3
Psychiatric,Dementia,Dried fruit intake,0.0967104,4
Psychiatric,Dementia,Facial ageing: Younger than you are,0.09067343,5
Psychiatric,Dementia,Time spent using computer,0.076352,6
Psychiatric,Dementia,Sleep duration,0.07594764,7
Psychiatric,Dementia,Drive faster than limit: Never/rarely,0.07572294,8
Psychiatric,Dementia,Days/week of walk 10+ mins,0.07122943,9
Psychiatric,Dementia,Alcohol vs 10yrs ago: About the same,0.06708014,10
Psychiatric,Dementia,Hot drink temp: Hot,0.065111406,11
Psychiatric,Dementia,Get up: Fairly easy,0.061579186,12
Psychiatric,Dementia,Mobile use: More than eight years,0.057503417,13
Psychiatric,Dementia,Walking pace: Brisk,0.055968437,14
Psychiatric,Dementia,Insomnia: Never/rarely,0.0545229,15
Psychiatric,Dementia,Oily fish: <1/week,0.053128734,16
Psychiatric,Dementia,Time spent outdoors in winter,0.05128069,17
Psychiatric,Dementia,Daytime dozing: Never/rarely,0.04850042,18
Psychiatric,Dementia,Cheese: 2-4/week,0.04800759,19
Psychiatric,Dementia,Fresh fruit intake,0.047376476,20
Psychiatric,Dementia,Coffee intake,0.04694541,21
Psychiatric,Dementia,Smoking: Never,0.046620816,22
Psychiatric,Dementia,Cereal intake,0.046114754,23
Psychiatric,Dementia,Processed meat: <1/week,0.046097144,24
Psychiatric,Dementia,Insomnia: Usually,0.045689914,25
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Time spent watching TV,0.1107046,1
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Daytime nap: Never/rarely,0.06403813,2
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Time spent driving,0.062321182,3
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Walking pace: Brisk,0.061443996,4
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Drive faster: Sometimes,0.05720089,5
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Mother: High blood pressure,0.056559477,6
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Diet change: No,0.052324142,7
Psychiatric,Delirium_not_induced_by_alcohol_and_other_psychoactive_substances,Time spent using computer,0.050814766,8
