Source,Target,Conn
ERBB2,DNAJA3,0.35
ERBB2,DNAJB11,0.35
ERBB2,DNAJB12,0.35
ERBB2,DNAJB2,0.35
ERBB2,DNAJB6,0.35
ERBB2,DNAJB8,0.35
ERBB2,DNAJC10,0.35
ERBB2,DNM2,0.35
ERBB2,DOK1,0.44
ERBB2,DOK4,0.44
ERBB2,DSG2,0.4
ERBB2,DST,0.37
ERBB2,EEA1,0.57
ERBB2,EEF1G,0.35
ERBB2,EFNB1,0.6
ERBB2,EGFR,0.95
ERBB2,EGLN1,0.27
ERBB2,EIF2S1,0.27
ERBB2,EIF4EBP1,0.27
ERBB2,ELAVL1,0.27
ERBB2,EMD,0.35
ERBB2,EPS15,0.43
ERBB2,ERBB2,0.93
ERBB2,ERBB3,0.97
ERBB2,ERBB4,0.82
ERBB2,ERG28,0.37
ERBB2,ERLIN2,0.35
ERBB2,ERRFI1,0.66
ERBB2,EZR,0.37
ERBB2,FAM171A1,0.27
ERBB2,FAM241B,0.37
ERBB2,FBP1,0.37
ERBB2,FGR,0.44
ERBB2,FHL3,0.27
ERBB2,FKBP1A,0.37
ERBB2,FKBP3,0.37
ERBB2,FKBP8,0.55
ERBB2,FLNB,0.37
ERBB2,FRAT2,0.37
ERBB2,FTSJ1,0.35
ERBB2,FYN,0.56
ERBB2,GABARAPL1,0.37
ERBB2,GABARAPL2,0.37
ERBB2,GAPDH,0.55
ERBB2,GLRX3,0.37
ERBB2,GLUD1,0.42
ERBB2,GMPR2,0.55
ERBB2,GNB1,0.35
ERBB2,GNB2,0.35
ERBB2,GNB3,0.35
ERBB2,GNB4,0.35
ERBB2,GPM6B,0.37
ERBB2,GRAP2,0.57
ERBB2,GRB2,0.92
ERBB2,GRB7,0.78
ERBB2,GRK2,0.37
ERBB2,GSN,0.37
ERBB2,HACD3,0.35
ERBB2,HAX1,0.35
ERBB2,HDAC6,0.55
ERBB2,HNRNPH2,0.35
ERBB2,HPSE,0.35
ERBB2,HSD17B12,0.35
ERBB2,HSD17B3,0.37
ERBB2,HSD17B4,0.27
ERBB2,HSP90AA1,0.86
ERBB2,HSP90AB1,0.79
ERBB2,HSP90AB2P,0.35
ERBB2,HSP90B1,0.4
ERBB2,HSPA4L,0.27
ERBB2,HSPA5,0.66
ERBB2,HSPA9,0.37
ERBB2,HSPD1,0.37
ERBB2,HYOU1,0.42
ERBB2,IL13RA2,0.37
ERBB2,ILF3,0.37
ERBB2,ILVBL,0.35
ERBB2,IQGAP1,0.6
ERBB2,IRF2BP2,0.37
ERBB2,IRS1,0.44
ERBB2,ITK,0.44
ERBB2,ITPKA,0.37
ERBB2,ITPR1,0.37
ERBB2,JAK1,0.44
ERBB2,JMJD4,0.37
ERBB2,JUP,0.27
ERBB2,KCTD6,0.37
ERBB2,KDELR2,0.35
ERBB2,KIF5C,0.27
ERBB2,KLC1,0.37
ERBB2,KLC4,0.27
ERBB2,KLK5,0.37
ERBB2,KPNB1,0.57
ERBB2,LGALS8,0.37
ERBB2,LPCAT4,0.37
ERBB2,LRCH3,0.35
ERBB2,LRIG1,0.75
ERBB2,LRIG3,0.35
ERBB2,LRPPRC,0.53
ERBB2,LRRC40,0.27
ERBB2,LRRC7,0.37
ERBB2,LYPD3,0.37
ERBB2,MACROH2A1,0.56
ERBB2,MAPK8IP1,0.59
ERBB2,MAPK8IP2,0.44
ERBB2,MATK,0.59
ERBB2,MDH1,0.37
ERBB2,MEPCE,0.37
ERBB2,MGST1,0.35
ERBB2,MIA3,0.27
ERBB2,MICOS13,0.35
ERBB2,MLF1,0.4
ERBB2,MRTO4,0.27
ERBB2,MSN,0.37
ERBB2,MUCL1,0.37
ERBB2,MYO9A,0.37
ERBB2,NAA35,0.35
ERBB2,NAT2,0.37
ERBB2,NCK1,0.27
ERBB2,NDUFA4,0.53
ERBB2,NEFH,0.37
ERBB2,NHERF1,0.27
ERBB2,NINL,0.37
ERBB2,NRG1,0.44
ERBB2,NTPCR,0.42
ERBB2,NUDCD3,0.4
ERBB2,NUDT16L1,0.37
ERBB2,NUP155,0.27
ERBB2,NUP93,0.27
ERBB2,ODF2L,0.37
ERBB2,P4HA1,0.42
ERBB2,P62158,0.42
ERBB2,PABPC1,0.37
ERBB2,PAFAH1B1,0.27
ERBB2,PC,0.35
ERBB2,PDCD11,0.37
ERBB2,PDIA4,0.35
ERBB2,PEBP1,0.37
ERBB2,PFKL,0.35
ERBB2,PFKP,0.35
ERBB2,PGAM1,0.37
ERBB2,PGM3,0.35
ERBB2,PGR,0.35
ERBB2,PHB1,0.35
ERBB2,PHB2,0.35
ERBB2,PIK3C2A,0.35
ERBB2,PIK3C2B,0.52
ERBB2,PIK3CB,0.35
ERBB2,PIK3R1,0.76
ERBB2,PIK3R2,0.7
ERBB2,PIK3R3,0.59
ERBB2,PIN4,0.37
ERBB2,PKDREJ,0.35
ERBB2,PKM,0.44
ERBB2,PKP2,0.35
ERBB2,PLCG1,0.44
ERBB2,PLCG2,0.57
ERBB2,PLD3,0.35
ERBB2,POLR1A,0.57
ERBB2,POLR1B,0.35
ERBB2,POU6F1,0.37
ERBB2,PPA1,0.37
ERBB2,PPP2CA,0.35
ERBB2,PPP2CB,0.35
ERBB2,PPP2R1A,0.35
ERBB2,PPP5C,0.4
ERBB2,PRDM14,0.37
ERBB2,PRDX5,0.37
ERBB2,PSAP,0.37
ERBB2,PSMA1,0.37
ERBB2,PSMC3,0.37
ERBB2,PSTPIP2,0.27
ERBB2,PTDSS1,0.35
ERBB2,PTEN,0.27
ERBB2,PTK2,0.54
ERBB2,PTK2B,0.27
ERBB2,PTK6,0.63
ERBB2,PTK7,0.35
ERBB2,PTPN11,0.68
ERBB2,PTPN12,0.59
ERBB2,PTPRR,0.51
ERBB2,PTPRT,0.37
ERBB2,PTPRU,0.37
ERBB2,RAB1B,0.35
ERBB2,RAB5C,0.37
ERBB2,RACK1,0.27
ERBB2,RANBP2,0.46
ERBB2,RASA1,0.59
ERBB2,RBM14,0.27
ERBB2,RBM15B,0.37
ERBB2,RCN1,0.35
ERBB2,RDX,0.27
ERBB2,RECK,0.56
ERBB2,RHBDD2,0.37
ERBB2,RHOBTB2,0.37
ERBB2,RIN1,0.44
ERBB2,RIN2,0.44
ERBB2,RPRML,0.37
ERBB2,RPS2,0.35
ERBB2,RTN4,0.37
ERBB2,S100A11,0.37
ERBB2,S100A14,0.35
ERBB2,S100A16,0.35
ERBB2,SAFB2,0.37
ERBB2,SCO2,0.35
ERBB2,SEC23B,0.27
ERBB2,SEC24A,0.27
ERBB2,SEC24B,0.27
ERBB2,SEC31A,0.27
ERBB2,SEC61A1,0.53
ERBB2,SELENOK,0.37
ERBB2,SEPTIN6,0.27
ERBB2,SEPTIN8,0.27
ERBB2,SFRP4,0.37
ERBB2,SGPL1,0.35
ERBB2,SH2B2,0.44
ERBB2,SH2B3,0.44
ERBB2,SH2D2A,0.44
ERBB2,SH2D5,0.44
ERBB2,SH3BGRL3,0.4
ERBB2,SH3BP2,0.44
ERBB2,SH3KBP1,0.27
ERBB2,SHC1,0.82
ERBB2,SHC2,0.44
ERBB2,SLA,0.44
ERBB2,SLA2,0.44
ERBB2,SLC25A1,0.35
ERBB2,SLC25A10,0.35
ERBB2,SLC25A22,0.35
ERBB2,SLC25A3,0.53
ERBB2,SLC25A5,0.35
ERBB2,SLC27A3,0.35
ERBB2,SLC39A7,0.64
ERBB2,SLC3A2,0.35
ERBB2,SLC7A4,0.37
ERBB2,SLIRP,0.35
ERBB2,SMARCA4,0.27
ERBB2,SMIM20,0.37
ERBB2,SMPD4,0.37
ERBB2,SNAP91,0.37
ERBB2,SNX9,0.35
ERBB2,SPCS1,0.35
ERBB2,SPOP,0.55
ERBB2,SPP1,0.37
ERBB2,SPTBN4,0.35
ERBB2,SPTLC1,0.35
ERBB2,SRC,0.71
ERBB2,SRPRB,0.48
ERBB2,SSBP1,0.35
ERBB2,SSR1,0.35
ERBB2,STAT1,0.57
ERBB2,STAT3,0.78
ERBB2,STIM1,0.27
ERBB2,STIP1,0.57
ERBB2,STK24,0.37
ERBB2,STMN1,0.37
ERBB2,STMN2,0.37
ERBB2,SURF4,0.35
ERBB2,SYK,0.44
ERBB2,SYNM,0.37
ERBB2,TAB3,0.35
ERBB2,TACC1,0.27
ERBB2,TCEAL2,0.37
ERBB2,TEC,0.44
ERBB2,TECR,0.35
ERBB2,TFRC,0.67
ERBB2,THEM6,0.53
ERBB2,TIMM21,0.53
ERBB2,TIMM50,0.53
ERBB2,TIMP1,0.35
ERBB2,TLN1,0.44
ERBB2,TMA7,0.37
ERBB2,TMEM134,0.37
ERBB2,TMEM230,0.37
ERBB2,TMEM33,0.35
ERBB2,TNFAIP2,0.35
ERBB2,TNPO1,0.35
ERBB2,TNS2,0.44
ERBB2,TPR,0.35
ERBB2,TRIP6,0.37
ERBB2,TRMO,0.37
ERBB2,TSEN15,0.37
ERBB2,TTC9B,0.37
ERBB2,TUBB6,0.35
ERBB2,TUFM,0.35
ERBB2,TVP23B,0.37
ERBB2,TXN,0.37
ERBB2,TYMP,0.37
ERBB2,UBASH3B,0.35
ERBB2,UBE2N,0.27
ERBB2,UNC45B,0.4
ERBB2,USP9X,0.27
ERBB2,VAPA,0.55
ERBB2,VAPB,0.67
ERBB2,VAV1,0.44
ERBB2,VAV3,0.44
ERBB2,WDR6,0.35
ERBB2,XIAP,0.35
ERBB2,XPO1,0.56
ERBB2,YWHAE,0.4
ERBB2,YWHAQ,0.35
ERBB2,YWHAZ,0.37
ERBB2,ZFAND1,0.37
ERBB2,ZMAT2,0.37
ERBB2,ZMYND8,0.37
ERBB2,ZNF146,0.35
ERBB2,ZNF280C,0.35
ERBB2,ZNF532,0.37
ERBB2,ZNF622,0.35
ERBB2,B4DYC6,0.4
ERBB2,Q53FC7,0.4
ERBB3,ABL2,0.44
ERBB3,ACTBL2,0.35
ERBB3,ACYP1,0.37
ERBB3,AIFM1,0.57
ERBB3,ALDH3A2,0.27
ERBB3,ALDOA,0.37
ERBB3,ANXA2,0.35
ERBB3,AP1M2,0.35
ERBB3,ATP5ME,0.37
ERBB3,B2M,0.35
ERBB3,B3GLCT,0.35
ERBB3,BEND5,0.37
ERBB3,BRAF,0.47
ERBB3,CAMK2D,0.27
ERBB3,CANX,0.48
ERBB3,CDC37,0.57
ERBB3,CFL1,0.37
ERBB3,CHCHD4,0.35
ERBB3,CHN2,0.44
ERBB3,CHTOP,0.27
ERBB3,CKAP4,0.27
ERBB3,CLGN,0.27
ERBB3,CNBP,0.27
ERBB3,CRKL,0.44
ERBB3,DAB1,0.44
ERBB3,DAPP1,0.44
ERBB3,DLG5,0.27
ERBB3,DNAJA1,0.35
ERBB3,DNAJB11,0.48
ERBB3,EGFR,0.92
ERBB3,EMD,0.27
ERBB3,ENOPH1,0.37
ERBB3,ERBB2,0.97
ERBB3,ERBB3,0.57
ERBB3,ERBB4,0.59
ERBB3,ERG28,0.37
ERBB3,EZR,0.37
ERBB3,FAM241B,0.37
ERBB3,FHL3,0.52
ERBB3,FKBP1A,0.37
ERBB3,GABARAPL1,0.37
ERBB3,GABARAPL2,0.37
ERBB3,GOLGA5,0.27
ERBB3,GOLGB1,0.27
ERBB3,GRB2,0.68
ERBB3,GRB7,0.69
ERBB3,HCK,0.44
ERBB3,HDAC6,0.55
ERBB3,HGS,0.27
ERBB3,HINT1,0.37
ERBB3,HLA-A,0.67
ERBB3,HLA-B,0.35
ERBB3,HLA-C,0.35
ERBB3,HLA-DPA1,0.53
ERBB3,HNRNPA2B1,0.35
ERBB3,HNRNPAB,0.35
ERBB3,HNRNPH2,0.35
ERBB3,HSP90AA1,0.35
ERBB3,HSP90AB1,0.56
ERBB3,HSPA5,0.35
ERBB3,HSPA8,0.37
ERBB3,IRF2BP2,0.37
ERBB3,ITK,0.44
ERBB3,JPH1,0.27
ERBB3,JUP,0.37
ERBB3,KIDINS220,0.27
ERBB3,KRI1,0.27
ERBB3,LAMTOR2,0.37
ERBB3,LBHD1,0.37
ERBB3,LRIG1,0.4
ERBB3,LRPPRC,0.35
ERBB3,LRRC7,0.37
ERBB3,MAP1B,0.37
ERBB3,MASP1,0.35
ERBB3,MET,0.35
ERBB3,MRPL28,0.27
ERBB3,MRPS14,0.35
ERBB3,MRPS15,0.27
ERBB3,MRPS17,0.35
ERBB3,MRPS18B,0.48
ERBB3,MRPS22,0.48
ERBB3,MRPS23,0.35
ERBB3,MRPS25,0.48
ERBB3,MRPS26,0.48
ERBB3,MRPS27,0.48
ERBB3,MRPS28,0.35
ERBB3,MRPS34,0.35
ERBB3,MYCBP,0.37
ERBB3,MYCBP2,0.37
ERBB3,NDUFAB1,0.37
ERBB3,NRG1,0.62
ERBB3,NSMCE1,0.37
ERBB3,NUP210,0.35
ERBB3,P62158,0.27
ERBB3,PA2G4,0.4
ERBB3,PDF,0.35
ERBB3,PDGFRA,0.37
ERBB3,PDIA4,0.27
ERBB3,PDZD8,0.27
ERBB3,PFDN2,0.37
ERBB3,PFDN4,0.37
ERBB3,PHLDA1,0.35
ERBB3,PHPT1,0.37
ERBB3,PIK3CA,0.72
ERBB3,PIK3CB,0.35
ERBB3,PIK3R1,0.92
ERBB3,PIK3R2,0.7
ERBB3,PIK3R3,0.59
ERBB3,PIN4,0.37
ERBB3,PLCG1,0.44
ERBB3,PON2,0.35
ERBB3,POTEKP,0.35
ERBB3,PPM1B,0.55
ERBB3,PRDX5,0.37
ERBB3,PRRG4,0.37
ERBB3,PSMA5,0.37
ERBB3,PTCD3,0.35
ERBB3,PTEN,0.52
ERBB3,PTPN11,0.52
ERBB3,PTPRH,0.37
ERBB3,PWP1,0.27
ERBB3,RAE1,0.35
ERBB3,RALGAPA1,0.37
ERBB3,RASA1,0.44
ERBB3,RIN1,0.59
ERBB3,RNF41,0.37
ERBB3,RTN4,0.37
ERBB3,RWDD2A,0.37
ERBB3,S100A10,0.55
ERBB3,SAP18,0.37
ERBB3,SCFD1,0.27
ERBB3,SELENOK,0.37
ERBB3,SF3B6,0.37
ERBB3,SH2B3,0.44
ERBB3,SH2D1A,0.44
ERBB3,SHC1,0.76
ERBB3,SHC3,0.44
ERBB3,SLC31A1,0.53
ERBB3,SMAD4,0.6
ERBB3,SMARCA4,0.27
ERBB3,SMIM20,0.37
ERBB3,SNAP91,0.37
ERBB3,SNRPB2,0.37
ERBB3,SPOP,0.27
ERBB3,SRC,0.44
ERBB3,SRPRA,0.27
ERBB3,SSR1,0.35
ERBB3,STIM1,0.27
ERBB3,SYK,0.44
ERBB3,SYNM,0.37
ERBB3,TACC1,0.27
ERBB3,TBCA,0.37
ERBB3,TCEA2,0.37
ERBB3,TCP11L1,0.4
ERBB3,TFG,0.27
ERBB3,TMA7,0.37
ERBB3,TMEM134,0.37
ERBB3,TMEM14A,0.37
ERBB3,TMEM230,0.37
ERBB3,TNS2,0.44
ERBB3,TNS3,0.44
ERBB3,TNS4,0.44
ERBB3,TP53,0.27
ERBB3,TRIP11,0.27
ERBB3,TRIR,0.37
ERBB3,TUBA4A,0.53
ERBB3,TUBB8,0.35
ERBB3,TUFM,0.35
ERBB3,TVP23B,0.37
ERBB3,TXN,0.37
ERBB3,TXNL4A,0.37
ERBB3,UQCRH,0.35
ERBB3,VAPA,0.27
ERBB3,VAPB,0.27
ERBB3,VAV2,0.44
ERBB3,VTA1,0.37
ERBB3,WRNIP1,0.37
ERBB3,YWHAZ,0.37
ERBB3,ZNF512,0.27
ERBB3,ZNF532,0.37
ERBB4,ABL1,0.44
ERBB4,ABL2,0.44
ERBB4,AKT1,0.27
ERBB4,ALDOA,0.37
ERBB4,ANKS1A,0.44
ERBB4,BYSL,0.58
ERBB4,CFL1,0.55
ERBB4,DLG1,0.4
ERBB4,DLG4,0.65
ERBB4,EGFR,0.65
ERBB4,ERBB3,0.59
ERBB4,ERBB4,0.44
ERBB4,ERG28,0.37
ERBB4,FAM241B,0.37
ERBB4,FKBP1A,0.37
ERBB4,GABARAPL2,0.37
ERBB4,GRB2,0.57
ERBB4,GRIN1,0.4
ERBB4,HDAC6,0.55
ERBB4,HSP90AA1,0.37
ERBB4,HSPE1,0.4
ERBB4,IRF2BP2,0.37
ERBB4,LRRC7,0.37
ERBB4,NCK2,0.4
ERBB4,NRG1,0.54
ERBB4,PIK3R2,0.4
ERBB4,PIN4,0.37
ERBB4,PRDX5,0.37
ERBB4,PRRG4,0.37
ERBB4,PTEN,0.27
ERBB4,PTPN11,0.57
ERBB4,PTPRH,0.37
ERBB4,PTPRT,0.37
ERBB4,RASA1,0.44
ERBB4,RTN4,0.37
ERBB4,S100A10,0.37
ERBB4,SELENOK,0.37
ERBB4,SHC1,0.61
ERBB4,SMAD4,0.27
ERBB4,SMARCA4,0.27
ERBB4,SMIM20,0.37
ERBB4,SNAP91,0.37
ERBB4,SPOP,0.27
ERBB4,SYNM,0.37
ERBB4,TMA7,0.37
ERBB4,TMEM134,0.37
ERBB4,TMEM14A,0.37
ERBB4,TMEM230,0.37
ERBB4,TP53,0.27
ERBB4,TRO,0.4
ERBB4,TROAP,0.56
ERBB4,TVP23B,0.37
ERBB4,TXN,0.37
ERBB4,WWOX,0.27
ERBB4,YWHAE,0.4
ERBB4,ZNF532,0.37
ERBIN,ARVCF,0.4
ERBIN,CTNND2,0.4
ERBIN,GAS2L2,0.4
ERBIN,GPR87,0.4
ERBIN,NOD2,0.66
ERBIN,NXPE2,0.4
ERBIN,PKP4,0.63
ERBIN,SHOC2,0.62
ERBIN,ZFYVE9,0.37
ERC1,PTEN,0.27
ERC1,RASSF8,0.4
ERC1,SPOP,0.27
ERC1,TP53,0.27
ERC1,YWHAG,0.85
ERC2,MYB,0.52
ERC2,YWHAE,0.4
ERCC1,CHRM5,0.37
ERCC1,EGFR,0.57
ERCC1,ERCC4,0.88
ERCC1,MKRN3,0.56
ERCC1,SLX1B,0.53
ERCC1,SLX4,0.64
ERCC1,SLX4IP,0.35
ERCC1,TRMT2B,0.56
ERCC1,UBL7,0.67
ERCC1,USHBP1,0.56
ERCC1,VPS37B,0.67
ERCC1,XPA,0.93
ERCC2,BRAF,0.55
ERCC2,CACYBP,0.4
ERCC2,CIAO1,0.59
ERCC2,CIAO2B,0.59
ERCC2,ERCC3,0.67
ERCC2,GTF2A1,0.32
ERCC2,GTF2A2,0.32
ERCC2,GTF2B,0.32
ERCC2,GTF2E1,0.32
ERCC2,GTF2E2,0.32
ERCC2,GTF2F1,0.32
ERCC2,GTF2F2,0.32
ERCC2,GTF2H2,0.62
ERCC2,GTF2H2C_2,0.56
ERCC2,GTF2H3,0.32
ERCC2,GTF2H4,0.53
ERCC2,GTF2H5,0.65
ERCC2,HSF2,0.4
ERCC2,HSP90AB1,0.4
ERCC2,MMS19,0.69
ERCC2,NUDCD3,0.4
ERCC2,POLR2A,0.32
ERCC2,POLR2B,0.32
ERCC2,POLR2C,0.32
ERCC2,POLR2D,0.32
ERCC2,POLR2E,0.32
ERCC2,POLR2F,0.32
ERCC2,POLR2G,0.32
ERCC2,POLR2H,0.32
ERCC2,POLR2I,0.32
ERCC2,POLR2J,0.32
ERCC2,POLR2K,0.32
ERCC2,POLR2L,0.32
ERCC2,PTEN,0.27
ERCC2,SMARCA4,0.27
ERCC2,SPOP,0.27
ERCC2,TBP,0.32
ERCC2,TCEA1,0.32
ERCC2,TP53,0.27
ERCC3,A2ML1,0.35
ERCC3,ACAA2,0.35
ERCC3,ACP3,0.35
ERCC3,ADAMTSL4,0.864289375262
ERCC3,ALOX12B,0.35
ERCC3,ANXA8,0.35
ERCC3,AR,0.4
ERCC3,ARG1,0.35
ERCC3,AZGP1,0.35
ERCC3,BCR,0.53
ERCC3,BLZF1,0.773391284042
ERCC3,CALML3,0.35
ERCC3,CASP14,0.35
ERCC3,CCNH,0.85
ERCC3,CDK7,0.85
ERCC3,CEP70,0.56
ERCC3,CEP76,0.856389253674
ERCC3,COX11,0.53
ERCC3,CPA4,0.35
ERCC3,CRNN,0.35
ERCC3,CTSH,0.35
ERCC3,CTSV,0.35
ERCC3,DNAJA2,0.35
ERCC3,ECM1,0.35
ERCC3,EFHC2,0.37
ERCC3,ERCC2,0.67
ERCC3,ERCC5,0.53
ERCC3,EVPL,0.35
ERCC3,FLG,0.35
ERCC3,FXR1,0.56
ERCC3,GDPD3,0.35
ERCC3,GLUL,0.35
ERCC3,GM2A,0.35
ERCC3,GSDMA,0.35
ERCC3,GTF2H1,0.79
ERCC3,GTF2H2,0.64
ERCC3,GTF2H3,0.64
ERCC3,GTF2H4,0.64
ERCC3,GTF2H5,0.8
ERCC3,IMPA2,0.35
ERCC3,IVL,0.35
ERCC3,JUP,0.35
ERCC3,KPNA3,0.851555894991
ERCC3,KPRP,0.35
ERCC3,LCN2,0.35
ERCC3,LGALS7B,0.35
ERCC3,LRRC41,0.35
ERCC3,MAGED1,0.872922972112
ERCC3,MLF1,0.4
ERCC3,MNAT1,0.64
ERCC3,NCCRP1,0.35
ERCC3,PLBD1,0.35
ERCC3,POF1B,0.35
ERCC3,PSMC5,0.58
ERCC3,RAD23B,0.4
ERCC3,ROPN1,0.836476600835
ERCC3,S100A2,0.35
ERCC3,S100A7,0.35
ERCC3,S100A7A,0.35
ERCC3,S100A8,0.35
ERCC3,S100A9,0.35
ERCC3,S100P,0.35
ERCC3,SERPINB3,0.35
ERCC3,SERPINB4,0.35
ERCC3,SNW1,0.56
ERCC3,TGM1,0.35
ERCC3,TRIM14,0.854878937514
ERCC3,TRIM27,0.895539607887
ERCC3,TYMP,0.35
ERCC3,USP7,0.53
ERCC3,XIAP,0.67
ERCC3,ZNF143,0.35
ERCC3,ZSCAN1,0.37
ERCC4,ANGEL1,0.35
ERCC4,AP5B1,0.35
ERCC4,CABIN1,0.35
ERCC4,CAMK2G,0.35
ERCC4,ERCC1,0.88
ERCC4,ERCC4,0.56
ERCC4,HSPD1,0.4
ERCC4,IFT52,0.35
ERCC4,KPNA1,0.53
ERCC4,NAP1L3,0.35
ERCC4,PBK,0.35
ERCC4,PLK1,0.77
ERCC4,PRAME,0.35
ERCC4,SKAP2,0.35
ERCC4,SLX4,0.79
ERCC4,TACC1,0.874866347616
ERCC4,TRIM37,0.35
ERCC4,ZNF423,0.35
ERCC5,AKT1,0.27
ERCC5,BRAF,0.55
ERCC5,CDK7,0.8
ERCC5,CSNK2A1,0.35
ERCC5,CSNK2A2,0.35
ERCC5,FBXW7,0.27
ERCC5,GTF2H1,0.35
ERCC5,GTF2H2,0.35
ERCC5,GTF2H3,0.35
ERCC5,GTF2H4,0.35
ERCC5,MNAT1,0.53
ERCC5,PTEN,0.27
ERCC5,PTPN11,0.27
ERCC5,SMARCA4,0.27
ERCC5,SPOP,0.27
ERCC5,TP53,0.27
ERCC6,ABL1,0.66
ERCC6,ERCC8,0.53
ERCC6,H2AC8,0.4
ERCC6,IKBIP,0.4
ERCC6,POLR2A,0.5
ERCC6,XAB2,0.5
ERCC6L,BLM,0.35
ERCC6L,CHEK1,0.53
ERCC6L,EIF4B,0.35
ERCC6L,H2BC9,0.4
ERCC6L,HSPA2,0.35
ERCC6L,LDHA,0.35
ERCC6L,LMO4,0.56
ERCC6L,MIDN,0.53
ERCC6L,PLK1,0.79
ERCC6L,RB1CC1,0.366
ERCC6L,RMI1,0.35
ERCC6L,RPA3,0.363
ERCC6L,SIX1,0.53
ERCC6L,TOP3A,0.35
ERCC6L,WFS1,0.56
ERCC6L,ZDHHC17,0.37
ERCC6L2,CYREN,0.56
ERCC6L2,HNRNPA1L2,0.4
ERCC6L2,RPL24,0.4
ERCC6L2,TCP11L1,0.855518448094
ERCC8,CAMK2D,0.56
ERCC8,CCT2,0.35
ERCC8,ERCC6,0.53
ERCC8,FBXO44,0.35
ERCC8,GFAP,0.56
ERCC8,HTRA2,0.56
ERCC8,JPH3,0.56
ERCC8,KIF1B,0.56
ERCC8,NACAD,0.56
ERCC8,PIAS1,0.56
ERCC8,PMP22,0.56
ERCC8,PRPS1,0.56
ERCC8,SKIC8,0.56
ERCC8,XAB2,0.52
EREG,CXCL9,0.56
EREG,EGFR,0.62
EREG,LGALS1,0.35
EREG,MS4A13,0.56
EREG,NINJ2,0.56
EREG,OLFM4,0.56
EREG,RAB4A,0.53
EREG,TMX4,0.53
ERF,AACS,0.35
ERF,ABCF3,0.35
ERF,ABHD16A,0.35
ERF,AK6,0.35
ERF,ALDH4A1,0.35
ERF,ANKLE2,0.35
ERF,ARMC10,0.35
ERF,ARMT1,0.35
ERF,CHTF18,0.35
ERF,CLPX,0.35
ERF,DHFR,0.35
ERF,DTX3L,0.35
ERF,DVL2,0.35
ERF,ELMO2,0.35
ERF,EPHB4,0.35
ERF,ERCC6L,0.35
ERF,FHOD1,0.35
ERF,FLOT1,0.35
ERF,GATB,0.35
ERF,GMPPB,0.35
ERF,GPS2,0.35
ERF,GSDMD,0.35
ERF,HDAC3,0.35
ERF,HELLS,0.35
ERF,HGH1,0.35
ERF,HPF1,0.35
ERF,HSDL1,0.35
ERF,IDE,0.35
ERF,IDH3B,0.35
ERF,IDH3G,0.35
ERF,INF2,0.53
ERF,MAP2K3,0.35
ERF,MAPK1,0.64
ERF,MAPK3,0.53
ERF,MAPKAPK3,0.35
ERF,MCRS1,0.748559511482
ERF,MEOX2,0.894145441327
ERF,METTL25B,0.35
ERF,MFN2,0.35
ERF,MLH1,0.35
ERF,NCOR2,0.35
ERF,NOP9,0.35
ERF,NSDHL,0.35
ERF,NSUN5,0.35
ERF,NUP155,0.35
ERF,PAGE5,0.35
ERF,PARP9,0.35
ERF,PC,0.35
ERF,PEX11B,0.35
ERF,PFAS,0.35
ERF,POLE,0.35
ERF,PUM1,0.35
ERF,QRICH1,0.35
ERF,RAB3GAP1,0.35
ERF,RAB3GAP2,0.35
ERF,RB1,0.35
ERF,RPTOR,0.35
ERF,SEL1L3,0.53
ERF,SKIC2,0.35
ERF,SKP2,0.35
ERF,SLC25A24,0.35
ERF,SNX8,0.35
ERF,SPG7,0.35
ERF,SUCLG2,0.35
ERF,SYMPK,0.35
ERF,TACSTD2,0.35
ERF,TBC1D5,0.35
ERF,TBL1X,0.53
ERF,TBL1XR1,0.35
ERF,TLE5,0.670262722732
ERF,TRAPPC5,0.35
ERF,TSFM,0.35
ERF,TTF2,0.35
ERF,UFL1,0.35
ERF,UNC13D,0.35
ERF,USP24,0.35
ERF,USP28,0.35
ERF,VPS16,0.35
ERF,VPS18,0.35
ERF,VPS33A,0.35
ERF,VPS51,0.35
ERF,XAB2,0.35
ERF,XPO7,0.35
ERF,XPOT,0.4
ERF,ZNG1B,0.35
ERF,ZRANB1,0.911542115128
ERG,AR,0.69
ERG,ARID1A,0.27
ERG,ARID1B,0.27
ERG,ARID3A,0.27
ERG,ARID4B,0.27
ERG,ARK2N,0.1
ERG,ASXL2,0.27
ERG,ATF7IP,0.27
ERG,ATP5F1A,0.35
ERG,ATXN1,0.27
ERG,ATXN1L,0.27
ERG,BCL7A,0.27
ERG,BCL7B,0.27
ERG,BCL7C,0.27
ERG,BCL9,0.27
ERG,BCOR,0.27
ERG,BICRA,0.27
ERG,C15ORF39,0.27
ERG,CAD,0.35
ERG,CHD7,0.27
ERG,CIC,0.27
ERG,CPVL,0.27
ERG,CREBBP,0.27
ERG,DBN1,0.35
ERG,DDX3X,0.35
ERG,DDX5,0.35
ERG,DNTTIP1,0.27
ERG,DPF1,0.27
ERG,DPF2,0.27
ERG,DPF3,0.27
ERG,EGFR,0.27
ERG,EIF2S1,0.35
ERG,EMSY,0.27
ERG,EP300,0.27
ERG,ERG,0.46
ERG,EXOSC9,0.1
ERG,EZH2,0.4
ERG,FAM218A,0.1
ERG,FBRS,0.27
ERG,FBRSL1,0.27
ERG,FLI1,0.27
ERG,FOXP1,0.27
